video_id,gloss,START,END
gs://sign-language-videos2/Top 50 Videos/14676.mp4,dark,0,inf
gs://sign-language-videos2/Top 50 Videos/14680.mp4,dark,0,inf
gs://sign-language-videos2/Top 50 Videos/65439.mp4,dark,0,inf
gs://sign-language-videos2/Top 50 Videos/65440.mp4,dark,0,inf
gs://sign-language-videos2/Top 50 Videos/14671.mp4,dark,0,inf
gs://sign-language-videos2/Top 50 Videos/14681.mp4,dark,0,inf
gs://sign-language-videos2/Top 50 Videos/14685.mp4,dark,0,inf
gs://sign-language-videos2/Top 50 Videos/14672.mp4,dark,0,inf
gs://sign-language-videos2/Top 50 Videos/66010.mp4,last,0,inf
gs://sign-language-videos2/Top 50 Videos/32263.mp4,last,0,inf
gs://sign-language-videos2/Top 50 Videos/32248.mp4,last,0,inf
gs://sign-language-videos2/Top 50 Videos/32249.mp4,last,0,inf
gs://sign-language-videos2/Top 50 Videos/32250.mp4,last,0,inf
gs://sign-language-videos2/Top 50 Videos/32253.mp4,last,0,inf
gs://sign-language-videos2/Top 50 Videos/32254.mp4,last,0,inf
gs://sign-language-videos2/Top 50 Videos/32255.mp4,last,0,inf
gs://sign-language-videos2/Top 50 Videos/32246.mp4,last,0,inf
gs://sign-language-videos2/Top 50 Videos/32257.mp4,last,0,inf
gs://sign-language-videos2/Top 50 Videos/32260.mp4,last,0,inf
gs://sign-language-videos2/Top 50 Videos/32261.mp4,last,0,inf
gs://sign-language-videos2/Top 50 Videos/69431.mp4,pizza,0,inf
gs://sign-language-videos2/Top 50 Videos/42977.mp4,pizza,0,inf
gs://sign-language-videos2/Top 50 Videos/42958.mp4,pizza,0,inf
gs://sign-language-videos2/Top 50 Videos/42959.mp4,pizza,0,inf
gs://sign-language-videos2/Top 50 Videos/42960.mp4,pizza,0,inf
gs://sign-language-videos2/Top 50 Videos/42961.mp4,pizza,0,inf
gs://sign-language-videos2/Top 50 Videos/66297.mp4,pizza,0,inf
gs://sign-language-videos2/Top 50 Videos/42962.mp4,pizza,0,inf
gs://sign-language-videos2/Top 50 Videos/42956.mp4,pizza,0,inf
gs://sign-language-videos2/Top 50 Videos/42966.mp4,pizza,0,inf
gs://sign-language-videos2/Top 50 Videos/42967.mp4,pizza,0,inf
gs://sign-language-videos2/Top 50 Videos/42969.mp4,pizza,0,inf
gs://sign-language-videos2/Top 50 Videos/69433.mp4,play,0,inf
gs://sign-language-videos2/Top 50 Videos/43166.mp4,play,0,inf
gs://sign-language-videos2/Top 50 Videos/43170.mp4,play,0,inf
gs://sign-language-videos2/Top 50 Videos/43171.mp4,play,0,inf
gs://sign-language-videos2/Top 50 Videos/43173.mp4,play,0,inf
gs://sign-language-videos2/Top 50 Videos/43174.mp4,play,0,inf
gs://sign-language-videos2/Top 50 Videos/43179.mp4,play,0,inf
gs://sign-language-videos2/Top 50 Videos/43180.mp4,play,0,inf
gs://sign-language-videos2/Top 50 Videos/43167.mp4,play,0,inf
gs://sign-language-videos2/Top 50 Videos/43168.mp4,play,0,inf
gs://sign-language-videos2/Top 50 Videos/43169.mp4,play,0,inf
gs://sign-language-videos2/Top 50 Videos/51221.mp4,short,0,inf
gs://sign-language-videos2/Top 50 Videos/51223.mp4,short,0,inf
gs://sign-language-videos2/Top 50 Videos/51224.mp4,short,0,inf
gs://sign-language-videos2/Top 50 Videos/51225.mp4,short,0,inf
gs://sign-language-videos2/Top 50 Videos/51226.mp4,short,0,inf
gs://sign-language-videos2/Top 50 Videos/51227.mp4,short,0,inf
gs://sign-language-videos2/Top 50 Videos/66469.mp4,short,0,inf
gs://sign-language-videos2/Top 50 Videos/51220.mp4,short,0,inf
gs://sign-language-videos2/Top 50 Videos/51231.mp4,short,0,inf
gs://sign-language-videos2/Top 50 Videos/51232.mp4,short,0,inf
gs://sign-language-videos2/Top 50 Videos/51233.mp4,short,0,inf
gs://sign-language-videos2/Top 50 Videos/51235.mp4,short,0,inf
gs://sign-language-videos2/Top 50 Videos/51236.mp4,short,0,inf
gs://sign-language-videos2/Top 50 Videos/69225.mp4,basketball,0,inf
gs://sign-language-videos2/Top 50 Videos/05230.mp4,basketball,0,inf
gs://sign-language-videos2/Top 50 Videos/05231.mp4,basketball,0,inf
gs://sign-language-videos2/Top 50 Videos/05232.mp4,basketball,0,inf
gs://sign-language-videos2/Top 50 Videos/05233.mp4,basketball,0,inf
gs://sign-language-videos2/Top 50 Videos/05234.mp4,basketball,0,inf
gs://sign-language-videos2/Top 50 Videos/05238.mp4,basketball,0,inf
gs://sign-language-videos2/Top 50 Videos/65144.mp4,basketball,0,inf
gs://sign-language-videos2/Top 50 Videos/65145.mp4,basketball,0,inf
gs://sign-language-videos2/Top 50 Videos/05229.mp4,basketball,0,inf
gs://sign-language-videos2/Top 50 Videos/05239.mp4,basketball,0,inf
gs://sign-language-videos2/Top 50 Videos/05243.mp4,basketball,0,inf
gs://sign-language-videos2/Top 50 Videos/66038.mp4,letter,0,inf
gs://sign-language-videos2/Top 50 Videos/32948.mp4,letter,0,inf
gs://sign-language-videos2/Top 50 Videos/32949.mp4,letter,0,inf
gs://sign-language-videos2/Top 50 Videos/32950.mp4,letter,0,inf
gs://sign-language-videos2/Top 50 Videos/32953.mp4,letter,0,inf
gs://sign-language-videos2/Top 50 Videos/32954.mp4,letter,0,inf
gs://sign-language-videos2/Top 50 Videos/32945.mp4,letter,0,inf
gs://sign-language-videos2/Top 50 Videos/32955.mp4,letter,0,inf
gs://sign-language-videos2/Top 50 Videos/32959.mp4,letter,0,inf
gs://sign-language-videos2/Top 50 Videos/32946.mp4,letter,0,inf
gs://sign-language-videos2/Top 50 Videos/32947.mp4,letter,0,inf
gs://sign-language-videos2/Top 50 Videos/69251.mp4,brother,0,inf
gs://sign-language-videos2/Top 50 Videos/07937.mp4,brother,0,inf
gs://sign-language-videos2/Top 50 Videos/07938.mp4,brother,0,inf
gs://sign-language-videos2/Top 50 Videos/07940.mp4,brother,0,inf
gs://sign-language-videos2/Top 50 Videos/65262.mp4,brother,0,inf
gs://sign-language-videos2/Top 50 Videos/07932.mp4,brother,0,inf
gs://sign-language-videos2/Top 50 Videos/07943.mp4,brother,0,inf
gs://sign-language-videos2/Top 50 Videos/07933.mp4,brother,0,inf
gs://sign-language-videos2/Top 50 Videos/07934.mp4,brother,0,inf
gs://sign-language-videos2/Top 50 Videos/07935.mp4,brother,0,inf
gs://sign-language-videos2/Top 50 Videos/07936.mp4,brother,0,inf
gs://sign-language-videos2/Top 50 Videos/65343.mp4,check,0,inf
gs://sign-language-videos2/Top 50 Videos/10184.mp4,check,0,inf
gs://sign-language-videos2/Top 50 Videos/10185.mp4,check,0,inf
gs://sign-language-videos2/Top 50 Videos/10186.mp4,check,0,inf
gs://sign-language-videos2/Top 50 Videos/10187.mp4,check,0,inf
gs://sign-language-videos2/Top 50 Videos/10188.mp4,check,0,inf
gs://sign-language-videos2/Top 50 Videos/10190.mp4,check,0,inf
gs://sign-language-videos2/Top 50 Videos/10192.mp4,check,0,inf
gs://sign-language-videos2/Top 50 Videos/10183.mp4,check,0,inf
gs://sign-language-videos2/Top 50 Videos/10197.mp4,check,0,inf
gs://sign-language-videos2/Top 50 Videos/10199.mp4,check,0,inf
gs://sign-language-videos2/Top 50 Videos/48509.mp4,room,0,inf
gs://sign-language-videos2/Top 50 Videos/48510.mp4,room,0,inf
gs://sign-language-videos2/Top 50 Videos/48511.mp4,room,0,inf
gs://sign-language-videos2/Top 50 Videos/48512.mp4,room,0,inf
gs://sign-language-videos2/Top 50 Videos/48513.mp4,room,0,inf
gs://sign-language-videos2/Top 50 Videos/48514.mp4,room,0,inf
gs://sign-language-videos2/Top 50 Videos/48516.mp4,room,0,inf
gs://sign-language-videos2/Top 50 Videos/66415.mp4,room,0,inf
gs://sign-language-videos2/Top 50 Videos/66416.mp4,room,0,inf
gs://sign-language-videos2/Top 50 Videos/48517.mp4,room,0,inf
gs://sign-language-videos2/Top 50 Videos/48521.mp4,room,0,inf
gs://sign-language-videos2/Top 50 Videos/69500.mp4,take,0,inf
gs://sign-language-videos2/Top 50 Videos/56698.mp4,take,0,inf
gs://sign-language-videos2/Top 50 Videos/56699.mp4,take,0,inf
gs://sign-language-videos2/Top 50 Videos/56700.mp4,take,0,inf
gs://sign-language-videos2/Top 50 Videos/56701.mp4,take,0,inf
gs://sign-language-videos2/Top 50 Videos/56692.mp4,take,0,inf
gs://sign-language-videos2/Top 50 Videos/56702.mp4,take,0,inf
gs://sign-language-videos2/Top 50 Videos/56704.mp4,take,0,inf
gs://sign-language-videos2/Top 50 Videos/56705.mp4,take,0,inf
gs://sign-language-videos2/Top 50 Videos/56693.mp4,take,0,inf
gs://sign-language-videos2/Top 50 Videos/56694.mp4,take,0,inf
gs://sign-language-videos2/Top 50 Videos/63283.mp4,why,0,inf
gs://sign-language-videos2/Top 50 Videos/63284.mp4,why,0,inf
gs://sign-language-videos2/Top 50 Videos/63285.mp4,why,0,inf
gs://sign-language-videos2/Top 50 Videos/63287.mp4,why,0,inf
gs://sign-language-videos2/Top 50 Videos/63288.mp4,why,0,inf
gs://sign-language-videos2/Top 50 Videos/66781.mp4,why,0,inf
gs://sign-language-videos2/Top 50 Videos/63289.mp4,why,0,inf
gs://sign-language-videos2/Top 50 Videos/63292.mp4,why,0,inf
gs://sign-language-videos2/Top 50 Videos/63280.mp4,why,0,inf
gs://sign-language-videos2/Top 50 Videos/63281.mp4,why,0,inf
gs://sign-language-videos2/Top 50 Videos/63282.mp4,why,0,inf
gs://sign-language-videos2/Top 50 Videos/65290.mp4,call,0,inf
gs://sign-language-videos2/Top 50 Videos/08706.mp4,call,0,inf
gs://sign-language-videos2/Top 50 Videos/08707.mp4,call,0,inf
gs://sign-language-videos2/Top 50 Videos/65556.mp4,call,0,inf
gs://sign-language-videos2/Top 50 Videos/08713.mp4,call,0,inf
gs://sign-language-videos2/Top 50 Videos/08689.mp4,call,0,inf
gs://sign-language-videos2/Top 50 Videos/08690.mp4,call,0,inf
gs://sign-language-videos2/Top 50 Videos/08691.mp4,call,0,inf
gs://sign-language-videos2/Top 50 Videos/08692.mp4,call,0,inf
gs://sign-language-videos2/Top 50 Videos/08694.mp4,call,0,inf
gs://sign-language-videos2/Top 50 Videos/08701.mp4,call,0,inf
gs://sign-language-videos2/Top 50 Videos/08702.mp4,call,0,inf
gs://sign-language-videos2/Top 50 Videos/65377.mp4,cold,0,inf
gs://sign-language-videos2/Top 50 Videos/11638.mp4,cold,0,inf
gs://sign-language-videos2/Top 50 Videos/11622.mp4,cold,0,inf
gs://sign-language-videos2/Top 50 Videos/11623.mp4,cold,0,inf
gs://sign-language-videos2/Top 50 Videos/11624.mp4,cold,0,inf
gs://sign-language-videos2/Top 50 Videos/11625.mp4,cold,0,inf
gs://sign-language-videos2/Top 50 Videos/11627.mp4,cold,0,inf
gs://sign-language-videos2/Top 50 Videos/11628.mp4,cold,0,inf
gs://sign-language-videos2/Top 50 Videos/11621.mp4,cold,0,inf
gs://sign-language-videos2/Top 50 Videos/11633.mp4,cold,0,inf
gs://sign-language-videos2/Top 50 Videos/11634.mp4,cold,0,inf
gs://sign-language-videos2/Top 50 Videos/11635.mp4,cold,0,inf
gs://sign-language-videos2/Top 50 Videos/20067.mp4,example,0,inf
gs://sign-language-videos2/Top 50 Videos/20068.mp4,example,0,inf
gs://sign-language-videos2/Top 50 Videos/20070.mp4,example,0,inf
gs://sign-language-videos2/Top 50 Videos/20071.mp4,example,0,inf
gs://sign-language-videos2/Top 50 Videos/20072.mp4,example,0,inf
gs://sign-language-videos2/Top 50 Videos/65652.mp4,example,0,inf
gs://sign-language-videos2/Top 50 Videos/65653.mp4,example,0,inf
gs://sign-language-videos2/Top 50 Videos/65654.mp4,example,0,inf
gs://sign-language-videos2/Top 50 Videos/20074.mp4,example,0,inf
gs://sign-language-videos2/Top 50 Videos/20077.mp4,example,0,inf
gs://sign-language-videos2/Top 50 Videos/20066.mp4,example,0,inf
gs://sign-language-videos2/Top 50 Videos/21073.mp4,far,0,inf
gs://sign-language-videos2/Top 50 Videos/21074.mp4,far,0,inf
gs://sign-language-videos2/Top 50 Videos/21075.mp4,far,0,inf
gs://sign-language-videos2/Top 50 Videos/21077.mp4,far,0,inf
gs://sign-language-videos2/Top 50 Videos/21078.mp4,far,0,inf
gs://sign-language-videos2/Top 50 Videos/65682.mp4,far,0,inf
gs://sign-language-videos2/Top 50 Videos/21069.mp4,far,0,inf
gs://sign-language-videos2/Top 50 Videos/21081.mp4,far,0,inf
gs://sign-language-videos2/Top 50 Videos/21070.mp4,far,0,inf
gs://sign-language-videos2/Top 50 Videos/21071.mp4,far,0,inf
gs://sign-language-videos2/Top 50 Videos/21072.mp4,far,0,inf
gs://sign-language-videos2/Top 50 Videos/32655.mp4,leave,0,inf
gs://sign-language-videos2/Top 50 Videos/32677.mp4,leave,0,inf
gs://sign-language-videos2/Top 50 Videos/66025.mp4,leave,0,inf
gs://sign-language-videos2/Top 50 Videos/32657.mp4,leave,0,inf
gs://sign-language-videos2/Top 50 Videos/32658.mp4,leave,0,inf
gs://sign-language-videos2/Top 50 Videos/32659.mp4,leave,0,inf
gs://sign-language-videos2/Top 50 Videos/32661.mp4,leave,0,inf
gs://sign-language-videos2/Top 50 Videos/32662.mp4,leave,0,inf
gs://sign-language-videos2/Top 50 Videos/32654.mp4,leave,0,inf
gs://sign-language-videos2/Top 50 Videos/32667.mp4,leave,0,inf
gs://sign-language-videos2/Top 50 Videos/32669.mp4,leave,0,inf
gs://sign-language-videos2/Top 50 Videos/53295.mp4,soon,0,inf
gs://sign-language-videos2/Top 50 Videos/53296.mp4,soon,0,inf
gs://sign-language-videos2/Top 50 Videos/53300.mp4,soon,0,inf
gs://sign-language-videos2/Top 50 Videos/53301.mp4,soon,0,inf
gs://sign-language-videos2/Top 50 Videos/66533.mp4,soon,0,inf
gs://sign-language-videos2/Top 50 Videos/66534.mp4,soon,0,inf
gs://sign-language-videos2/Top 50 Videos/53292.mp4,soon,0,inf
gs://sign-language-videos2/Top 50 Videos/53304.mp4,soon,0,inf
gs://sign-language-videos2/Top 50 Videos/53305.mp4,soon,0,inf
gs://sign-language-videos2/Top 50 Videos/53293.mp4,soon,0,inf
gs://sign-language-videos2/Top 50 Videos/53294.mp4,soon,0,inf
gs://sign-language-videos2/Top 50 Videos/59206.mp4,trade,0,inf
gs://sign-language-videos2/Top 50 Videos/59207.mp4,trade,0,inf
gs://sign-language-videos2/Top 50 Videos/59208.mp4,trade,0,inf
gs://sign-language-videos2/Top 50 Videos/59209.mp4,trade,0,inf
gs://sign-language-videos2/Top 50 Videos/59210.mp4,trade,0,inf
gs://sign-language-videos2/Top 50 Videos/59211.mp4,trade,0,inf
gs://sign-language-videos2/Top 50 Videos/59212.mp4,trade,0,inf
gs://sign-language-videos2/Top 50 Videos/59214.mp4,trade,0,inf
gs://sign-language-videos2/Top 50 Videos/59215.mp4,trade,0,inf
gs://sign-language-videos2/Top 50 Videos/59216.mp4,trade,0,inf
gs://sign-language-videos2/Top 50 Videos/59219.mp4,trade,0,inf
gs://sign-language-videos2/Top 50 Videos/59204.mp4,trade,0,inf
gs://sign-language-videos2/Top 50 Videos/59205.mp4,trade,0,inf
gs://sign-language-videos2/Top 50 Videos/09920.mp4,champion,0,inf
gs://sign-language-videos2/Top 50 Videos/09921.mp4,champion,0,inf
gs://sign-language-videos2/Top 50 Videos/09922.mp4,champion,0,inf
gs://sign-language-videos2/Top 50 Videos/65330.mp4,champion,0,inf
gs://sign-language-videos2/Top 50 Videos/09924.mp4,champion,0,inf
gs://sign-language-videos2/Top 50 Videos/09926.mp4,champion,0,inf
gs://sign-language-videos2/Top 50 Videos/09915.mp4,champion,0,inf
gs://sign-language-videos2/Top 50 Videos/09916.mp4,champion,0,inf
gs://sign-language-videos2/Top 50 Videos/09917.mp4,champion,0,inf
gs://sign-language-videos2/Top 50 Videos/09918.mp4,champion,0,inf
gs://sign-language-videos2/Top 50 Videos/09919.mp4,champion,0,inf
